Id,IdПреподавателя,IdГруппы,IdПредмета,IdТипЗанятия
2330,30,30,10,10
2331,31,31,1,1
2332,32,32,2,2
2333,33,33,3,3
2334,34,34,4,4
2335,35,35,5,5
2336,36,36,6,6
2337,37,37,7,7
2338,38,38,8,8
2339,39,39,9,9
2340,40,40,10,10
2341,41,41,1,1
2342,42,42,2,2
2343,43,43,3,3
2344,44,44,4,4
2345,45,45,5,5
2346,46,46,6,6
2347,47,47,7,7
2348,48,48,8,8
2349,49,49,9,9
2350,50,50,10,10
2351,51,51,1,1
2352,52,52,2,2
2353,53,53,3,3
2354,54,54,4,4
2355,55,55,5,5
2356,56,56,6,6
2357,57,57,7,7
2358,58,58,8,8
2359,59,59,9,9
2360,60,60,10,10
2361,61,61,1,1
2362,62,62,2,2
2363,63,63,3,3
2364,64,64,4,4
2365,65,65,5,5
2366,66,66,6,6
2367,67,67,7,7
2368,68,68,8,8
2369,69,69,9,9
2370,70,70,10,10
2371,71,71,1,1
2372,72,72,2,2
2373,73,73,3,3
2374,74,74,4,4
2375,75,75,5,5
2376,76,76,6,6
2377,77,77,7,7
2378,78,78,8,8
2379,79,79,9,9
2380,80,80,10,10
2381,81,81,1,1
2382,82,82,2,2
2383,83,83,3,3
2384,84,84,4,4
2385,85,85,5,5
2386,86,86,6,6
2387,87,87,7,7
2388,88,88,8,8
2389,89,89,9,9
2390,90,90,10,10
2391,91,91,1,1
2392,92,92,2,2
2393,93,93,3,3
2394,94,94,4,4
2395,95,95,5,5
2396,96,96,6,6
2397,97,97,7,7
2398,98,98,8,8
2399,99,99,9,9
2400,100,100,10,10
2401,1,1,1,1
2402,2,2,2,2
2403,3,3,3,3
2404,4,4,4,4
2405,5,5,5,5
2406,6,6,6,6
2407,7,7,7,7
2408,8,8,8,8
2409,9,9,9,9
2410,10,10,10,10
2411,11,11,1,1
2412,12,12,2,2
2413,13,13,3,3
2414,14,14,4,4
2415,15,15,5,5
2416,16,16,6,6
2417,17,17,7,7
2418,18,18,8,8
2419,19,19,9,9
2420,20,20,10,10
2421,21,21,1,1
2422,22,22,2,2
2423,23,23,3,3
2424,24,24,4,4
2425,25,25,5,5
2426,26,26,6,6
2427,27,27,7,7
2428,28,28,8,8
2429,29,29,9,9
2430,30,30,10,10
2431,31,31,1,1
2432,32,32,2,2
2433,33,33,3,3
2434,34,34,4,4
2435,35,35,5,5
2436,36,36,6,6
2437,37,37,7,7
2438,38,38,8,8
2439,39,39,9,9
2440,40,40,10,10
2441,41,41,1,1
2442,42,42,2,2
2443,43,43,3,3
2444,44,44,4,4
2445,45,45,5,5
2446,46,46,6,6
2447,47,47,7,7
2448,48,48,8,8
2449,49,49,9,9
2450,50,50,10,10
2451,51,51,1,1
2452,52,52,2,2
2453,53,53,3,3
2454,54,54,4,4
2455,55,55,5,5
2456,56,56,6,6
2457,57,57,7,7
2458,58,58,8,8
2459,59,59,9,9
2460,60,60,10,10
2461,61,61,1,1
2462,62,62,2,2
2463,63,63,3,3
2464,64,64,4,4
2465,65,65,5,5
2466,66,66,6,6
2467,67,67,7,7
2468,68,68,8,8
2469,69,69,9,9
2470,70,70,10,10
2471,71,71,1,1
2472,72,72,2,2
2473,73,73,3,3
2474,74,74,4,4
2475,75,75,5,5
2476,76,76,6,6
2477,77,77,7,7
2478,78,78,8,8
2479,79,79,9,9
2480,80,80,10,10
2481,81,81,1,1
2482,82,82,2,2
2483,83,83,3,3
2484,84,84,4,4
2485,85,85,5,5
2486,86,86,6,6
2487,87,87,7,7
2488,88,88,8,8
2489,89,89,9,9
2490,90,90,10,10
2491,91,91,1,1
2492,92,92,2,2
2493,93,93,3,3
2494,94,94,4,4
2495,95,95,5,5
2496,96,96,6,6
2497,97,97,7,7
2498,98,98,8,8
2499,99,99,9,9
2500,100,100,10,10
2501,1,1,1,1
2502,2,2,2,2
2503,3,3,3,3
2504,4,4,4,4
2505,5,5,5,5
2506,6,6,6,6
2507,7,7,7,7
2508,8,8,8,8
2509,9,9,9,9
2510,10,10,10,10
2511,11,11,1,1
2512,12,12,2,2
2513,13,13,3,3
2514,14,14,4,4
2515,15,15,5,5
2516,16,16,6,6
2517,17,17,7,7
2518,18,18,8,8
2519,19,19,9,9
2520,20,20,10,10
2521,21,21,1,1
2522,22,22,2,2
2523,23,23,3,3
2524,24,24,4,4
2525,25,25,5,5
2526,26,26,6,6
2527,27,27,7,7
2528,28,28,8,8
2529,29,29,9,9
2530,30,30,10,10
2531,31,31,1,1
2532,32,32,2,2
2533,33,33,3,3
2534,34,34,4,4
2535,35,35,5,5
2536,36,36,6,6
2537,37,37,7,7
2538,38,38,8,8
2539,39,39,9,9
2540,40,40,10,10
2541,41,41,1,1
2542,42,42,2,2
2543,43,43,3,3
2544,44,44,4,4
2545,45,45,5,5
2546,46,46,6,6
2547,47,47,7,7
2548,48,48,8,8
2549,49,49,9,9
2550,50,50,10,10
2551,51,51,1,1
2552,52,52,2,2
2553,53,53,3,3
2554,54,54,4,4
2555,55,55,5,5
2556,56,56,6,6
2557,57,57,7,7
2558,58,58,8,8
2559,59,59,9,9
2560,60,60,10,10
2561,61,61,1,1
2562,62,62,2,2
2563,63,63,3,3
2564,64,64,4,4
2565,65,65,5,5
2566,66,66,6,6
2567,67,67,7,7
2568,68,68,8,8
2569,69,69,9,9
2570,70,70,10,10
2571,71,71,1,1
2572,72,72,2,2
2573,73,73,3,3
2574,74,74,4,4
2575,75,75,5,5
2576,76,76,6,6
2577,77,77,7,7
2578,78,78,8,8
2579,79,79,9,9
2580,80,80,10,10
2581,81,81,1,1
2582,82,82,2,2
2583,83,83,3,3
2584,84,84,4,4
2585,85,85,5,5
2586,86,86,6,6
2587,87,87,7,7
2588,88,88,8,8
2589,89,89,9,9
2590,90,90,10,10
2591,91,91,1,1
2592,92,92,2,2
2593,93,93,3,3
2594,94,94,4,4
2595,95,95,5,5
2596,96,96,6,6
2597,97,97,7,7
2598,98,98,8,8
2599,99,99,9,9
2600,100,100,10,10
2601,1,1,1,1
2602,2,2,2,2
2603,3,3,3,3
2604,4,4,4,4
2605,5,5,5,5
2606,6,6,6,6
2607,7,7,7,7
2608,8,8,8,8
2609,9,9,9,9
2610,10,10,10,10
2611,11,11,1,1
2612,12,12,2,2
2613,13,13,3,3
2614,14,14,4,4
2615,15,15,5,5
2616,16,16,6,6
2617,17,17,7,7
2618,18,18,8,8
2619,19,19,9,9
2620,20,20,10,10
2621,21,21,1,1
2622,22,22,2,2
2623,23,23,3,3
2624,24,24,4,4
2625,25,25,5,5
2626,26,26,6,6
2627,27,27,7,7
2628,28,28,8,8
2629,29,29,9,9
2630,30,30,10,10
2631,31,31,1,1
2632,32,32,2,2
2633,33,33,3,3
2634,34,34,4,4
2635,35,35,5,5
2636,36,36,6,6
2637,37,37,7,7
2638,38,38,8,8
2639,39,39,9,9
2640,40,40,10,10
2641,41,41,1,1
2642,42,42,2,2
2643,43,43,3,3
2644,44,44,4,4
2645,45,45,5,5
2646,46,46,6,6
2647,47,47,7,7
2648,48,48,8,8
2649,49,49,9,9
2650,50,50,10,10
2651,51,51,1,1
2652,52,52,2,2
2653,53,53,3,3
2654,54,54,4,4
2655,55,55,5,5
2656,56,56,6,6
2657,57,57,7,7
2658,58,58,8,8
2659,59,59,9,9
2660,60,60,10,10
2661,61,61,1,1
2662,62,62,2,2
2663,63,63,3,3
2664,64,64,4,4
2665,65,65,5,5
2666,66,66,6,6
2667,67,67,7,7
2668,68,68,8,8
2669,69,69,9,9
2670,70,70,10,10
2671,71,71,1,1
2672,72,72,2,2
2673,73,73,3,3
2674,74,74,4,4
2675,75,75,5,5
2676,76,76,6,6
2677,77,77,7,7
2678,78,78,8,8
2679,79,79,9,9
2680,80,80,10,10
2681,81,81,1,1
2682,82,82,2,2
2683,83,83,3,3
2684,84,84,4,4
2685,85,85,5,5
2686,86,86,6,6
2687,87,87,7,7
2688,88,88,8,8
2689,89,89,9,9
2690,90,90,10,10
2691,91,91,1,1
2692,92,92,2,2
2693,93,93,3,3
2694,94,94,4,4
2695,95,95,5,5
2696,96,96,6,6
2697,97,97,7,7
2698,98,98,8,8
2699,99,99,9,9
2700,100,100,10,10
