Id,IdПреподавателя,IdГруппы,IdПредмета,IdТипЗанятия
6863,63,63,3,3
6864,64,64,4,4
6865,65,65,5,5
6866,66,66,6,6
6867,67,67,7,7
6868,68,68,8,8
6869,69,69,9,9
6870,70,70,10,10
6871,71,71,1,1
6872,72,72,2,2
6873,73,73,3,3
6874,74,74,4,4
6875,75,75,5,5
6876,76,76,6,6
6877,77,77,7,7
6878,78,78,8,8
6879,79,79,9,9
6880,80,80,10,10
6881,81,81,1,1
6882,82,82,2,2
6883,83,83,3,3
6884,84,84,4,4
6885,85,85,5,5
6886,86,86,6,6
6887,87,87,7,7
6888,88,88,8,8
6889,89,89,9,9
6890,90,90,10,10
6891,91,91,1,1
6892,92,92,2,2
6893,93,93,3,3
6894,94,94,4,4
6895,95,95,5,5
6896,96,96,6,6
6897,97,97,7,7
6898,98,98,8,8
6899,99,99,9,9
6900,100,100,10,10
6901,1,1,1,1
6902,2,2,2,2
6903,3,3,3,3
6904,4,4,4,4
6905,5,5,5,5
6906,6,6,6,6
6907,7,7,7,7
6908,8,8,8,8
6909,9,9,9,9
6910,10,10,10,10
6911,11,11,1,1
6912,12,12,2,2
6913,13,13,3,3
6914,14,14,4,4
6915,15,15,5,5
6916,16,16,6,6
6917,17,17,7,7
6918,18,18,8,8
6919,19,19,9,9
6920,20,20,10,10
6921,21,21,1,1
6922,22,22,2,2
6923,23,23,3,3
6924,24,24,4,4
6925,25,25,5,5
6926,26,26,6,6
6927,27,27,7,7
6928,28,28,8,8
6929,29,29,9,9
6930,30,30,10,10
6931,31,31,1,1
6932,32,32,2,2
6933,33,33,3,3
6934,34,34,4,4
6935,35,35,5,5
6936,36,36,6,6
6937,37,37,7,7
6938,38,38,8,8
6939,39,39,9,9
6940,40,40,10,10
6941,41,41,1,1
6942,42,42,2,2
6943,43,43,3,3
6944,44,44,4,4
6945,45,45,5,5
6946,46,46,6,6
6947,47,47,7,7
6948,48,48,8,8
6949,49,49,9,9
6950,50,50,10,10
6951,51,51,1,1
6952,52,52,2,2
6953,53,53,3,3
6954,54,54,4,4
6955,55,55,5,5
6956,56,56,6,6
6957,57,57,7,7
6958,58,58,8,8
6959,59,59,9,9
6960,60,60,10,10
6961,61,61,1,1
6962,62,62,2,2
6963,63,63,3,3
6964,64,64,4,4
6965,65,65,5,5
6966,66,66,6,6
6967,67,67,7,7
6968,68,68,8,8
6969,69,69,9,9
6970,70,70,10,10
6971,71,71,1,1
6972,72,72,2,2
6973,73,73,3,3
6974,74,74,4,4
6975,75,75,5,5
6976,76,76,6,6
6977,77,77,7,7
6978,78,78,8,8
6979,79,79,9,9
6980,80,80,10,10
6981,81,81,1,1
6982,82,82,2,2
6983,83,83,3,3
6984,84,84,4,4
6985,85,85,5,5
6986,86,86,6,6
6987,87,87,7,7
6988,88,88,8,8
6989,89,89,9,9
6990,90,90,10,10
6991,91,91,1,1
6992,92,92,2,2
6993,93,93,3,3
6994,94,94,4,4
6995,95,95,5,5
6996,96,96,6,6
6997,97,97,7,7
6998,98,98,8,8
6999,99,99,9,9
7000,100,100,10,10
7001,1,1,1,1
7002,2,2,2,2
7003,3,3,3,3
7004,4,4,4,4
7005,5,5,5,5
7006,6,6,6,6
7007,7,7,7,7
7008,8,8,8,8
7009,9,9,9,9
7010,10,10,10,10
7011,11,11,1,1
7012,12,12,2,2
7013,13,13,3,3
7014,14,14,4,4
7015,15,15,5,5
7016,16,16,6,6
7017,17,17,7,7
7018,18,18,8,8
7019,19,19,9,9
7020,20,20,10,10
7021,21,21,1,1
7022,22,22,2,2
7023,23,23,3,3
7024,24,24,4,4
7025,25,25,5,5
7026,26,26,6,6
7027,27,27,7,7
7028,28,28,8,8
7029,29,29,9,9
7030,30,30,10,10
7031,31,31,1,1
7032,32,32,2,2
7033,33,33,3,3
7034,34,34,4,4
7035,35,35,5,5
7036,36,36,6,6
7037,37,37,7,7
7038,38,38,8,8
7039,39,39,9,9
7040,40,40,10,10
7041,41,41,1,1
7042,42,42,2,2
7043,43,43,3,3
7044,44,44,4,4
7045,45,45,5,5
7046,46,46,6,6
7047,47,47,7,7
7048,48,48,8,8
7049,49,49,9,9
7050,50,50,10,10
7051,51,51,1,1
7052,52,52,2,2
7053,53,53,3,3
7054,54,54,4,4
7055,55,55,5,5
7056,56,56,6,6
7057,57,57,7,7
7058,58,58,8,8
7059,59,59,9,9
7060,60,60,10,10
7061,61,61,1,1
7062,62,62,2,2
7063,63,63,3,3
7064,64,64,4,4
7065,65,65,5,5
7066,66,66,6,6
7067,67,67,7,7
7068,68,68,8,8
7069,69,69,9,9
7070,70,70,10,10
7071,71,71,1,1
7072,72,72,2,2
7073,73,73,3,3
7074,74,74,4,4
7075,75,75,5,5
7076,76,76,6,6
7077,77,77,7,7
7078,78,78,8,8
7079,79,79,9,9
7080,80,80,10,10
7081,81,81,1,1
7082,82,82,2,2
7083,83,83,3,3
7084,84,84,4,4
7085,85,85,5,5
7086,86,86,6,6
7087,87,87,7,7
7088,88,88,8,8
7089,89,89,9,9
7090,90,90,10,10
7091,91,91,1,1
7092,92,92,2,2
7093,93,93,3,3
7094,94,94,4,4
7095,95,95,5,5
7096,96,96,6,6
7097,97,97,7,7
7098,98,98,8,8
7099,99,99,9,9
7100,100,100,10,10
7101,1,1,1,1
7102,2,2,2,2
7103,3,3,3,3
7104,4,4,4,4
7105,5,5,5,5
7106,6,6,6,6
7107,7,7,7,7
7108,8,8,8,8
7109,9,9,9,9
7110,10,10,10,10
7111,11,11,1,1
7112,12,12,2,2
7113,13,13,3,3
7114,14,14,4,4
7115,15,15,5,5
7116,16,16,6,6
7117,17,17,7,7
7118,18,18,8,8
7119,19,19,9,9
7120,20,20,10,10
7121,21,21,1,1
7122,22,22,2,2
7123,23,23,3,3
7124,24,24,4,4
7125,25,25,5,5
7126,26,26,6,6
7127,27,27,7,7
7128,28,28,8,8
7129,29,29,9,9
7130,30,30,10,10
7131,31,31,1,1
7132,32,32,2,2
7133,33,33,3,3
7134,34,34,4,4
7135,35,35,5,5
7136,36,36,6,6
7137,37,37,7,7
7138,38,38,8,8
7139,39,39,9,9
7140,40,40,10,10
7141,41,41,1,1
7142,42,42,2,2
7143,43,43,3,3
7144,44,44,4,4
7145,45,45,5,5
7146,46,46,6,6
7147,47,47,7,7
7148,48,48,8,8
7149,49,49,9,9
7150,50,50,10,10
7151,51,51,1,1
7152,52,52,2,2
7153,53,53,3,3
7154,54,54,4,4
7155,55,55,5,5
7156,56,56,6,6
7157,57,57,7,7
7158,58,58,8,8
7159,59,59,9,9
7160,60,60,10,10
7161,61,61,1,1
7162,62,62,2,2
7163,63,63,3,3
7164,64,64,4,4
7165,65,65,5,5
7166,66,66,6,6
7167,67,67,7,7
7168,68,68,8,8
7169,69,69,9,9
7170,70,70,10,10
7171,71,71,1,1
7172,72,72,2,2
7173,73,73,3,3
7174,74,74,4,4
7175,75,75,5,5
7176,76,76,6,6
7177,77,77,7,7
7178,78,78,8,8
7179,79,79,9,9
7180,80,80,10,10
7181,81,81,1,1
7182,82,82,2,2
7183,83,83,3,3
7184,84,84,4,4
7185,85,85,5,5
7186,86,86,6,6
7187,87,87,7,7
7188,88,88,8,8
7189,89,89,9,9
7190,90,90,10,10
7191,91,91,1,1
7192,92,92,2,2
7193,93,93,3,3
7194,94,94,4,4
7195,95,95,5,5
7196,96,96,6,6
7197,97,97,7,7
7198,98,98,8,8
7199,99,99,9,9
7200,100,100,10,10
