Id,IdПреподавателя,IdГруппы,IdПредмета,IdТипЗанятия
2935,35,35,5,5
2936,36,36,6,6
2937,37,37,7,7
2938,38,38,8,8
2939,39,39,9,9
2940,40,40,10,10
2941,41,41,1,1
2942,42,42,2,2
2943,43,43,3,3
2944,44,44,4,4
2945,45,45,5,5
2946,46,46,6,6
2947,47,47,7,7
2948,48,48,8,8
2949,49,49,9,9
2950,50,50,10,10
2951,51,51,1,1
2952,52,52,2,2
2953,53,53,3,3
2954,54,54,4,4
2955,55,55,5,5
2956,56,56,6,6
2957,57,57,7,7
2958,58,58,8,8
2959,59,59,9,9
2960,60,60,10,10
2961,61,61,1,1
2962,62,62,2,2
2963,63,63,3,3
2964,64,64,4,4
2965,65,65,5,5
2966,66,66,6,6
2967,67,67,7,7
2968,68,68,8,8
2969,69,69,9,9
2970,70,70,10,10
2971,71,71,1,1
2972,72,72,2,2
2973,73,73,3,3
2974,74,74,4,4
2975,75,75,5,5
2976,76,76,6,6
2977,77,77,7,7
2978,78,78,8,8
2979,79,79,9,9
2980,80,80,10,10
2981,81,81,1,1
2982,82,82,2,2
2983,83,83,3,3
2984,84,84,4,4
2985,85,85,5,5
2986,86,86,6,6
2987,87,87,7,7
2988,88,88,8,8
2989,89,89,9,9
2990,90,90,10,10
2991,91,91,1,1
2992,92,92,2,2
2993,93,93,3,3
2994,94,94,4,4
2995,95,95,5,5
2996,96,96,6,6
2997,97,97,7,7
2998,98,98,8,8
2999,99,99,9,9
3000,100,100,10,10
3001,1,1,1,1
3002,2,2,2,2
3003,3,3,3,3
3004,4,4,4,4
3005,5,5,5,5
3006,6,6,6,6
3007,7,7,7,7
3008,8,8,8,8
3009,9,9,9,9
3010,10,10,10,10
3011,11,11,1,1
3012,12,12,2,2
3013,13,13,3,3
3014,14,14,4,4
3015,15,15,5,5
3016,16,16,6,6
3017,17,17,7,7
3018,18,18,8,8
3019,19,19,9,9
3020,20,20,10,10
3021,21,21,1,1
3022,22,22,2,2
3023,23,23,3,3
3024,24,24,4,4
3025,25,25,5,5
3026,26,26,6,6
3027,27,27,7,7
3028,28,28,8,8
3029,29,29,9,9
3030,30,30,10,10
3031,31,31,1,1
3032,32,32,2,2
3033,33,33,3,3
3034,34,34,4,4
3035,35,35,5,5
3036,36,36,6,6
3037,37,37,7,7
3038,38,38,8,8
3039,39,39,9,9
3040,40,40,10,10
3041,41,41,1,1
3042,42,42,2,2
3043,43,43,3,3
3044,44,44,4,4
3045,45,45,5,5
3046,46,46,6,6
3047,47,47,7,7
3048,48,48,8,8
3049,49,49,9,9
3050,50,50,10,10
3051,51,51,1,1
3052,52,52,2,2
3053,53,53,3,3
3054,54,54,4,4
3055,55,55,5,5
3056,56,56,6,6
3057,57,57,7,7
3058,58,58,8,8
3059,59,59,9,9
3060,60,60,10,10
3061,61,61,1,1
3062,62,62,2,2
3063,63,63,3,3
3064,64,64,4,4
3065,65,65,5,5
3066,66,66,6,6
3067,67,67,7,7
3068,68,68,8,8
3069,69,69,9,9
3070,70,70,10,10
3071,71,71,1,1
3072,72,72,2,2
3073,73,73,3,3
3074,74,74,4,4
3075,75,75,5,5
3076,76,76,6,6
3077,77,77,7,7
3078,78,78,8,8
3079,79,79,9,9
3080,80,80,10,10
3081,81,81,1,1
3082,82,82,2,2
3083,83,83,3,3
3084,84,84,4,4
3085,85,85,5,5
3086,86,86,6,6
3087,87,87,7,7
3088,88,88,8,8
3089,89,89,9,9
3090,90,90,10,10
3091,91,91,1,1
3092,92,92,2,2
3093,93,93,3,3
3094,94,94,4,4
3095,95,95,5,5
3096,96,96,6,6
3097,97,97,7,7
3098,98,98,8,8
3099,99,99,9,9
3100,100,100,10,10
3101,1,1,1,1
3102,2,2,2,2
3103,3,3,3,3
3104,4,4,4,4
3105,5,5,5,5
3106,6,6,6,6
3107,7,7,7,7
3108,8,8,8,8
3109,9,9,9,9
3110,10,10,10,10
3111,11,11,1,1
3112,12,12,2,2
3113,13,13,3,3
3114,14,14,4,4
3115,15,15,5,5
3116,16,16,6,6
3117,17,17,7,7
3118,18,18,8,8
3119,19,19,9,9
3120,20,20,10,10
3121,21,21,1,1
3122,22,22,2,2
3123,23,23,3,3
3124,24,24,4,4
3125,25,25,5,5
3126,26,26,6,6
3127,27,27,7,7
3128,28,28,8,8
3129,29,29,9,9
3130,30,30,10,10
3131,31,31,1,1
3132,32,32,2,2
3133,33,33,3,3
3134,34,34,4,4
3135,35,35,5,5
3136,36,36,6,6
3137,37,37,7,7
3138,38,38,8,8
3139,39,39,9,9
3140,40,40,10,10
3141,41,41,1,1
3142,42,42,2,2
3143,43,43,3,3
3144,44,44,4,4
3145,45,45,5,5
3146,46,46,6,6
3147,47,47,7,7
3148,48,48,8,8
3149,49,49,9,9
3150,50,50,10,10
3151,51,51,1,1
3152,52,52,2,2
3153,53,53,3,3
3154,54,54,4,4
3155,55,55,5,5
3156,56,56,6,6
3157,57,57,7,7
3158,58,58,8,8
3159,59,59,9,9
3160,60,60,10,10
3161,61,61,1,1
3162,62,62,2,2
3163,63,63,3,3
3164,64,64,4,4
3165,65,65,5,5
3166,66,66,6,6
3167,67,67,7,7
3168,68,68,8,8
3169,69,69,9,9
3170,70,70,10,10
3171,71,71,1,1
3172,72,72,2,2
3173,73,73,3,3
3174,74,74,4,4
3175,75,75,5,5
3176,76,76,6,6
3177,77,77,7,7
3178,78,78,8,8
3179,79,79,9,9
3180,80,80,10,10
3181,81,81,1,1
3182,82,82,2,2
3183,83,83,3,3
3184,84,84,4,4
3185,85,85,5,5
3186,86,86,6,6
3187,87,87,7,7
3188,88,88,8,8
3189,89,89,9,9
3190,90,90,10,10
3191,91,91,1,1
3192,92,92,2,2
3193,93,93,3,3
3194,94,94,4,4
3195,95,95,5,5
3196,96,96,6,6
3197,97,97,7,7
3198,98,98,8,8
3199,99,99,9,9
3200,100,100,10,10
3201,1,1,1,1
3202,2,2,2,2
3203,3,3,3,3
3204,4,4,4,4
3205,5,5,5,5
3206,6,6,6,6
3207,7,7,7,7
3208,8,8,8,8
3209,9,9,9,9
3210,10,10,10,10
3211,11,11,1,1
3212,12,12,2,2
3213,13,13,3,3
3214,14,14,4,4
3215,15,15,5,5
3216,16,16,6,6
3217,17,17,7,7
3218,18,18,8,8
3219,19,19,9,9
3220,20,20,10,10
3221,21,21,1,1
3222,22,22,2,2
3223,23,23,3,3
3224,24,24,4,4
3225,25,25,5,5
3226,26,26,6,6
3227,27,27,7,7
3228,28,28,8,8
3229,29,29,9,9
3230,30,30,10,10
3231,31,31,1,1
3232,32,32,2,2
3233,33,33,3,3
3234,34,34,4,4
3235,35,35,5,5
3236,36,36,6,6
3237,37,37,7,7
3238,38,38,8,8
3239,39,39,9,9
3240,40,40,10,10
3241,41,41,1,1
3242,42,42,2,2
3243,43,43,3,3
3244,44,44,4,4
3245,45,45,5,5
3246,46,46,6,6
3247,47,47,7,7
3248,48,48,8,8
3249,49,49,9,9
3250,50,50,10,10
3251,51,51,1,1
3252,52,52,2,2
3253,53,53,3,3
3254,54,54,4,4
3255,55,55,5,5
3256,56,56,6,6
3257,57,57,7,7
3258,58,58,8,8
3259,59,59,9,9
3260,60,60,10,10
3261,61,61,1,1
3262,62,62,2,2
3263,63,63,3,3
3264,64,64,4,4
3265,65,65,5,5
3266,66,66,6,6
3267,67,67,7,7
3268,68,68,8,8
3269,69,69,9,9
3270,70,70,10,10
3271,71,71,1,1
3272,72,72,2,2
3273,73,73,3,3
3274,74,74,4,4
3275,75,75,5,5
3276,76,76,6,6
3277,77,77,7,7
3278,78,78,8,8
3279,79,79,9,9
3280,80,80,10,10
3281,81,81,1,1
3282,82,82,2,2
3283,83,83,3,3
3284,84,84,4,4
3285,85,85,5,5
3286,86,86,6,6
3287,87,87,7,7
3288,88,88,8,8
3289,89,89,9,9
3290,90,90,10,10
3291,91,91,1,1
3292,92,92,2,2
3293,93,93,3,3
3294,94,94,4,4
3295,95,95,5,5
3296,96,96,6,6
3297,97,97,7,7
3298,98,98,8,8
3299,99,99,9,9
3300,100,100,10,10
3301,1,1,1,1
3302,2,2,2,2
3303,3,3,3,3
3304,4,4,4,4
3305,5,5,5,5
3306,6,6,6,6
3307,7,7,7,7
3308,8,8,8,8
3309,9,9,9,9
3310,10,10,10,10
3311,11,11,1,1
3312,12,12,2,2
3313,13,13,3,3
3314,14,14,4,4
3315,15,15,5,5
3316,16,16,6,6
3317,17,17,7,7
3318,18,18,8,8
3319,19,19,9,9
3320,20,20,10,10
3321,21,21,1,1
3322,22,22,2,2
3323,23,23,3,3
3324,24,24,4,4
3325,25,25,5,5
3326,26,26,6,6
3327,27,27,7,7
3328,28,28,8,8
3329,29,29,9,9
3330,30,30,10,10
3331,31,31,1,1
3332,32,32,2,2
3333,33,33,3,3
3334,34,34,4,4
3335,35,35,5,5
3336,36,36,6,6
3337,37,37,7,7
3338,38,38,8,8
3339,39,39,9,9
3340,40,40,10,10
3341,41,41,1,1
3342,42,42,2,2
3343,43,43,3,3
3344,44,44,4,4
3345,45,45,5,5
3346,46,46,6,6
3347,47,47,7,7
3348,48,48,8,8
3349,49,49,9,9
3350,50,50,10,10
3351,51,51,1,1
3352,52,52,2,2
3353,53,53,3,3
3354,54,54,4,4
3355,55,55,5,5
3356,56,56,6,6
3357,57,57,7,7
3358,58,58,8,8
3359,59,59,9,9
3360,60,60,10,10
3361,61,61,1,1
3362,62,62,2,2
3363,63,63,3,3
3364,64,64,4,4
3365,65,65,5,5
3366,66,66,6,6
3367,67,67,7,7
3368,68,68,8,8
3369,69,69,9,9
3370,70,70,10,10
3371,71,71,1,1
3372,72,72,2,2
3373,73,73,3,3
3374,74,74,4,4
3375,75,75,5,5
3376,76,76,6,6
3377,77,77,7,7
3378,78,78,8,8
3379,79,79,9,9
3380,80,80,10,10
3381,81,81,1,1
3382,82,82,2,2
3383,83,83,3,3
3384,84,84,4,4
3385,85,85,5,5
3386,86,86,6,6
3387,87,87,7,7
3388,88,88,8,8
3389,89,89,9,9
3390,90,90,10,10
3391,91,91,1,1
3392,92,92,2,2
3393,93,93,3,3
3394,94,94,4,4
3395,95,95,5,5
3396,96,96,6,6
3397,97,97,7,7
3398,98,98,8,8
3399,99,99,9,9
3400,100,100,10,10
3401,1,1,1,1
3402,2,2,2,2
3403,3,3,3,3
3404,4,4,4,4
3405,5,5,5,5
3406,6,6,6,6
3407,7,7,7,7
3408,8,8,8,8
3409,9,9,9,9
3410,10,10,10,10
3411,11,11,1,1
3412,12,12,2,2
3413,13,13,3,3
3414,14,14,4,4
3415,15,15,5,5
3416,16,16,6,6
3417,17,17,7,7
3418,18,18,8,8
3419,19,19,9,9
3420,20,20,10,10
3421,21,21,1,1
3422,22,22,2,2
3423,23,23,3,3
3424,24,24,4,4
3425,25,25,5,5
3426,26,26,6,6
3427,27,27,7,7
3428,28,28,8,8
3429,29,29,9,9
3430,30,30,10,10
3431,31,31,1,1
3432,32,32,2,2
3433,33,33,3,3
3434,34,34,4,4
3435,35,35,5,5
3436,36,36,6,6
3437,37,37,7,7
3438,38,38,8,8
3439,39,39,9,9
3440,40,40,10,10
3441,41,41,1,1
3442,42,42,2,2
3443,43,43,3,3
3444,44,44,4,4
3445,45,45,5,5
3446,46,46,6,6
3447,47,47,7,7
3448,48,48,8,8
3449,49,49,9,9
3450,50,50,10,10
3451,51,51,1,1
3452,52,52,2,2
3453,53,53,3,3
3454,54,54,4,4
3455,55,55,5,5
3456,56,56,6,6
3457,57,57,7,7
3458,58,58,8,8
3459,59,59,9,9
3460,60,60,10,10
3461,61,61,1,1
3462,62,62,2,2
3463,63,63,3,3
3464,64,64,4,4
3465,65,65,5,5
3466,66,66,6,6
3467,67,67,7,7
3468,68,68,8,8
3469,69,69,9,9
3470,70,70,10,10
3471,71,71,1,1
3472,72,72,2,2
3473,73,73,3,3
3474,74,74,4,4
3475,75,75,5,5
3476,76,76,6,6
3477,77,77,7,7
3478,78,78,8,8
3479,79,79,9,9
3480,80,80,10,10
3481,81,81,1,1
3482,82,82,2,2
3483,83,83,3,3
3484,84,84,4,4
3485,85,85,5,5
3486,86,86,6,6
3487,87,87,7,7
3488,88,88,8,8
3489,89,89,9,9
3490,90,90,10,10
3491,91,91,1,1
3492,92,92,2,2
3493,93,93,3,3
3494,94,94,4,4
3495,95,95,5,5
3496,96,96,6,6
3497,97,97,7,7
3498,98,98,8,8
3499,99,99,9,9
3500,100,100,10,10
3501,1,1,1,1
3502,2,2,2,2
3503,3,3,3,3
3504,4,4,4,4
3505,5,5,5,5
3506,6,6,6,6
3507,7,7,7,7
3508,8,8,8,8
3509,9,9,9,9
3510,10,10,10,10
3511,11,11,1,1
3512,12,12,2,2
3513,13,13,3,3
3514,14,14,4,4
3515,15,15,5,5
3516,16,16,6,6
3517,17,17,7,7
3518,18,18,8,8
3519,19,19,9,9
3520,20,20,10,10
3521,21,21,1,1
3522,22,22,2,2
3523,23,23,3,3
3524,24,24,4,4
3525,25,25,5,5
3526,26,26,6,6
3527,27,27,7,7
3528,28,28,8,8
3529,29,29,9,9
3530,30,30,10,10
3531,31,31,1,1
3532,32,32,2,2
3533,33,33,3,3
3534,34,34,4,4
3535,35,35,5,5
3536,36,36,6,6
3537,37,37,7,7
3538,38,38,8,8
3539,39,39,9,9
3540,40,40,10,10
3541,41,41,1,1
3542,42,42,2,2
3543,43,43,3,3
3544,44,44,4,4
3545,45,45,5,5
3546,46,46,6,6
3547,47,47,7,7
3548,48,48,8,8
3549,49,49,9,9
3550,50,50,10,10
3551,51,51,1,1
3552,52,52,2,2
3553,53,53,3,3
3554,54,54,4,4
3555,55,55,5,5
3556,56,56,6,6
3557,57,57,7,7
3558,58,58,8,8
3559,59,59,9,9
3560,60,60,10,10
3561,61,61,1,1
3562,62,62,2,2
3563,63,63,3,3
3564,64,64,4,4
3565,65,65,5,5
3566,66,66,6,6
3567,67,67,7,7
3568,68,68,8,8
3569,69,69,9,9
3570,70,70,10,10
3571,71,71,1,1
3572,72,72,2,2
3573,73,73,3,3
3574,74,74,4,4
3575,75,75,5,5
3576,76,76,6,6
3577,77,77,7,7
3578,78,78,8,8
3579,79,79,9,9
3580,80,80,10,10
3581,81,81,1,1
3582,82,82,2,2
3583,83,83,3,3
3584,84,84,4,4
3585,85,85,5,5
3586,86,86,6,6
3587,87,87,7,7
3588,88,88,8,8
3589,89,89,9,9
3590,90,90,10,10
3591,91,91,1,1
3592,92,92,2,2
3593,93,93,3,3
3594,94,94,4,4
3595,95,95,5,5
3596,96,96,6,6
3597,97,97,7,7
3598,98,98,8,8
3599,99,99,9,9
3600,100,100,10,10
