Id,IdПреподавателя,IdГруппы,IdПредмета,IdТипЗанятия
7318,18,18,8,8
7319,19,19,9,9
7320,20,20,10,10
7321,21,21,1,1
7322,22,22,2,2
7323,23,23,3,3
7324,24,24,4,4
7325,25,25,5,5
7326,26,26,6,6
7327,27,27,7,7
7328,28,28,8,8
7329,29,29,9,9
7330,30,30,10,10
7331,31,31,1,1
7332,32,32,2,2
7333,33,33,3,3
7334,34,34,4,4
7335,35,35,5,5
7336,36,36,6,6
7337,37,37,7,7
7338,38,38,8,8
7339,39,39,9,9
7340,40,40,10,10
7341,41,41,1,1
7342,42,42,2,2
7343,43,43,3,3
7344,44,44,4,4
7345,45,45,5,5
7346,46,46,6,6
7347,47,47,7,7
7348,48,48,8,8
7349,49,49,9,9
7350,50,50,10,10
7351,51,51,1,1
7352,52,52,2,2
7353,53,53,3,3
7354,54,54,4,4
7355,55,55,5,5
7356,56,56,6,6
7357,57,57,7,7
7358,58,58,8,8
7359,59,59,9,9
7360,60,60,10,10
7361,61,61,1,1
7362,62,62,2,2
7363,63,63,3,3
7364,64,64,4,4
7365,65,65,5,5
7366,66,66,6,6
7367,67,67,7,7
7368,68,68,8,8
7369,69,69,9,9
7370,70,70,10,10
7371,71,71,1,1
7372,72,72,2,2
7373,73,73,3,3
7374,74,74,4,4
7375,75,75,5,5
7376,76,76,6,6
7377,77,77,7,7
7378,78,78,8,8
7379,79,79,9,9
7380,80,80,10,10
7381,81,81,1,1
7382,82,82,2,2
7383,83,83,3,3
7384,84,84,4,4
7385,85,85,5,5
7386,86,86,6,6
7387,87,87,7,7
7388,88,88,8,8
7389,89,89,9,9
7390,90,90,10,10
7391,91,91,1,1
7392,92,92,2,2
7393,93,93,3,3
7394,94,94,4,4
7395,95,95,5,5
7396,96,96,6,6
7397,97,97,7,7
7398,98,98,8,8
7399,99,99,9,9
7400,100,100,10,10
7401,1,1,1,1
7402,2,2,2,2
7403,3,3,3,3
7404,4,4,4,4
7405,5,5,5,5
7406,6,6,6,6
7407,7,7,7,7
7408,8,8,8,8
7409,9,9,9,9
7410,10,10,10,10
7411,11,11,1,1
7412,12,12,2,2
7413,13,13,3,3
7414,14,14,4,4
7415,15,15,5,5
7416,16,16,6,6
7417,17,17,7,7
7418,18,18,8,8
7419,19,19,9,9
7420,20,20,10,10
7421,21,21,1,1
7422,22,22,2,2
7423,23,23,3,3
7424,24,24,4,4
7425,25,25,5,5
7426,26,26,6,6
7427,27,27,7,7
7428,28,28,8,8
7429,29,29,9,9
7430,30,30,10,10
7431,31,31,1,1
7432,32,32,2,2
7433,33,33,3,3
7434,34,34,4,4
7435,35,35,5,5
7436,36,36,6,6
7437,37,37,7,7
7438,38,38,8,8
7439,39,39,9,9
7440,40,40,10,10
7441,41,41,1,1
7442,42,42,2,2
7443,43,43,3,3
7444,44,44,4,4
7445,45,45,5,5
7446,46,46,6,6
7447,47,47,7,7
7448,48,48,8,8
7449,49,49,9,9
7450,50,50,10,10
7451,51,51,1,1
7452,52,52,2,2
7453,53,53,3,3
7454,54,54,4,4
7455,55,55,5,5
7456,56,56,6,6
7457,57,57,7,7
7458,58,58,8,8
7459,59,59,9,9
7460,60,60,10,10
7461,61,61,1,1
7462,62,62,2,2
7463,63,63,3,3
7464,64,64,4,4
7465,65,65,5,5
7466,66,66,6,6
7467,67,67,7,7
7468,68,68,8,8
7469,69,69,9,9
7470,70,70,10,10
7471,71,71,1,1
7472,72,72,2,2
7473,73,73,3,3
7474,74,74,4,4
7475,75,75,5,5
7476,76,76,6,6
7477,77,77,7,7
7478,78,78,8,8
7479,79,79,9,9
7480,80,80,10,10
7481,81,81,1,1
7482,82,82,2,2
7483,83,83,3,3
7484,84,84,4,4
7485,85,85,5,5
7486,86,86,6,6
7487,87,87,7,7
7488,88,88,8,8
7489,89,89,9,9
7490,90,90,10,10
7491,91,91,1,1
7492,92,92,2,2
7493,93,93,3,3
7494,94,94,4,4
7495,95,95,5,5
7496,96,96,6,6
7497,97,97,7,7
7498,98,98,8,8
7499,99,99,9,9
7500,100,100,10,10
7501,1,1,1,1
7502,2,2,2,2
7503,3,3,3,3
7504,4,4,4,4
7505,5,5,5,5
7506,6,6,6,6
7507,7,7,7,7
7508,8,8,8,8
7509,9,9,9,9
7510,10,10,10,10
7511,11,11,1,1
7512,12,12,2,2
7513,13,13,3,3
7514,14,14,4,4
7515,15,15,5,5
7516,16,16,6,6
7517,17,17,7,7
7518,18,18,8,8
7519,19,19,9,9
7520,20,20,10,10
7521,21,21,1,1
7522,22,22,2,2
7523,23,23,3,3
7524,24,24,4,4
7525,25,25,5,5
7526,26,26,6,6
7527,27,27,7,7
7528,28,28,8,8
7529,29,29,9,9
7530,30,30,10,10
7531,31,31,1,1
7532,32,32,2,2
7533,33,33,3,3
7534,34,34,4,4
7535,35,35,5,5
7536,36,36,6,6
7537,37,37,7,7
7538,38,38,8,8
7539,39,39,9,9
7540,40,40,10,10
7541,41,41,1,1
7542,42,42,2,2
7543,43,43,3,3
7544,44,44,4,4
7545,45,45,5,5
7546,46,46,6,6
7547,47,47,7,7
7548,48,48,8,8
7549,49,49,9,9
7550,50,50,10,10
7551,51,51,1,1
7552,52,52,2,2
7553,53,53,3,3
7554,54,54,4,4
7555,55,55,5,5
7556,56,56,6,6
7557,57,57,7,7
7558,58,58,8,8
7559,59,59,9,9
7560,60,60,10,10
7561,61,61,1,1
7562,62,62,2,2
7563,63,63,3,3
7564,64,64,4,4
7565,65,65,5,5
7566,66,66,6,6
7567,67,67,7,7
7568,68,68,8,8
7569,69,69,9,9
7570,70,70,10,10
7571,71,71,1,1
7572,72,72,2,2
7573,73,73,3,3
7574,74,74,4,4
7575,75,75,5,5
7576,76,76,6,6
7577,77,77,7,7
7578,78,78,8,8
7579,79,79,9,9
7580,80,80,10,10
7581,81,81,1,1
7582,82,82,2,2
7583,83,83,3,3
7584,84,84,4,4
7585,85,85,5,5
7586,86,86,6,6
7587,87,87,7,7
7588,88,88,8,8
7589,89,89,9,9
7590,90,90,10,10
7591,91,91,1,1
7592,92,92,2,2
7593,93,93,3,3
7594,94,94,4,4
7595,95,95,5,5
7596,96,96,6,6
7597,97,97,7,7
7598,98,98,8,8
7599,99,99,9,9
7600,100,100,10,10
7601,1,1,1,1
7602,2,2,2,2
7603,3,3,3,3
7604,4,4,4,4
7605,5,5,5,5
7606,6,6,6,6
7607,7,7,7,7
7608,8,8,8,8
7609,9,9,9,9
7610,10,10,10,10
7611,11,11,1,1
7612,12,12,2,2
7613,13,13,3,3
7614,14,14,4,4
7615,15,15,5,5
7616,16,16,6,6
7617,17,17,7,7
7618,18,18,8,8
7619,19,19,9,9
7620,20,20,10,10
7621,21,21,1,1
7622,22,22,2,2
7623,23,23,3,3
7624,24,24,4,4
7625,25,25,5,5
7626,26,26,6,6
7627,27,27,7,7
7628,28,28,8,8
7629,29,29,9,9
7630,30,30,10,10
7631,31,31,1,1
7632,32,32,2,2
7633,33,33,3,3
7634,34,34,4,4
7635,35,35,5,5
7636,36,36,6,6
7637,37,37,7,7
7638,38,38,8,8
7639,39,39,9,9
7640,40,40,10,10
7641,41,41,1,1
7642,42,42,2,2
7643,43,43,3,3
7644,44,44,4,4
7645,45,45,5,5
7646,46,46,6,6
7647,47,47,7,7
7648,48,48,8,8
7649,49,49,9,9
7650,50,50,10,10
7651,51,51,1,1
7652,52,52,2,2
7653,53,53,3,3
7654,54,54,4,4
7655,55,55,5,5
7656,56,56,6,6
7657,57,57,7,7
7658,58,58,8,8
7659,59,59,9,9
7660,60,60,10,10
7661,61,61,1,1
7662,62,62,2,2
7663,63,63,3,3
7664,64,64,4,4
7665,65,65,5,5
7666,66,66,6,6
7667,67,67,7,7
7668,68,68,8,8
7669,69,69,9,9
7670,70,70,10,10
7671,71,71,1,1
7672,72,72,2,2
7673,73,73,3,3
7674,74,74,4,4
7675,75,75,5,5
7676,76,76,6,6
7677,77,77,7,7
7678,78,78,8,8
7679,79,79,9,9
7680,80,80,10,10
7681,81,81,1,1
7682,82,82,2,2
7683,83,83,3,3
7684,84,84,4,4
7685,85,85,5,5
7686,86,86,6,6
7687,87,87,7,7
7688,88,88,8,8
7689,89,89,9,9
7690,90,90,10,10
7691,91,91,1,1
7692,92,92,2,2
7693,93,93,3,3
7694,94,94,4,4
7695,95,95,5,5
7696,96,96,6,6
7697,97,97,7,7
7698,98,98,8,8
7699,99,99,9,9
7700,100,100,10,10
7701,1,1,1,1
7702,2,2,2,2
7703,3,3,3,3
7704,4,4,4,4
7705,5,5,5,5
7706,6,6,6,6
7707,7,7,7,7
7708,8,8,8,8
7709,9,9,9,9
7710,10,10,10,10
7711,11,11,1,1
7712,12,12,2,2
7713,13,13,3,3
7714,14,14,4,4
7715,15,15,5,5
7716,16,16,6,6
7717,17,17,7,7
7718,18,18,8,8
7719,19,19,9,9
7720,20,20,10,10
7721,21,21,1,1
7722,22,22,2,2
7723,23,23,3,3
7724,24,24,4,4
7725,25,25,5,5
7726,26,26,6,6
7727,27,27,7,7
7728,28,28,8,8
7729,29,29,9,9
7730,30,30,10,10
7731,31,31,1,1
7732,32,32,2,2
7733,33,33,3,3
7734,34,34,4,4
7735,35,35,5,5
7736,36,36,6,6
7737,37,37,7,7
7738,38,38,8,8
7739,39,39,9,9
7740,40,40,10,10
7741,41,41,1,1
7742,42,42,2,2
7743,43,43,3,3
7744,44,44,4,4
7745,45,45,5,5
7746,46,46,6,6
7747,47,47,7,7
7748,48,48,8,8
7749,49,49,9,9
7750,50,50,10,10
7751,51,51,1,1
7752,52,52,2,2
7753,53,53,3,3
7754,54,54,4,4
7755,55,55,5,5
7756,56,56,6,6
7757,57,57,7,7
7758,58,58,8,8
7759,59,59,9,9
7760,60,60,10,10
7761,61,61,1,1
7762,62,62,2,2
7763,63,63,3,3
7764,64,64,4,4
7765,65,65,5,5
7766,66,66,6,6
7767,67,67,7,7
7768,68,68,8,8
7769,69,69,9,9
7770,70,70,10,10
7771,71,71,1,1
7772,72,72,2,2
7773,73,73,3,3
7774,74,74,4,4
7775,75,75,5,5
7776,76,76,6,6
7777,77,77,7,7
7778,78,78,8,8
7779,79,79,9,9
7780,80,80,10,10
7781,81,81,1,1
7782,82,82,2,2
7783,83,83,3,3
7784,84,84,4,4
7785,85,85,5,5
7786,86,86,6,6
7787,87,87,7,7
7788,88,88,8,8
7789,89,89,9,9
7790,90,90,10,10
7791,91,91,1,1
7792,92,92,2,2
7793,93,93,3,3
7794,94,94,4,4
7795,95,95,5,5
7796,96,96,6,6
7797,97,97,7,7
7798,98,98,8,8
7799,99,99,9,9
7800,100,100,10,10
7801,1,1,1,1
7802,2,2,2,2
7803,3,3,3,3
7804,4,4,4,4
7805,5,5,5,5
7806,6,6,6,6
7807,7,7,7,7
7808,8,8,8,8
7809,9,9,9,9
7810,10,10,10,10
7811,11,11,1,1
7812,12,12,2,2
7813,13,13,3,3
7814,14,14,4,4
7815,15,15,5,5
7816,16,16,6,6
7817,17,17,7,7
7818,18,18,8,8
7819,19,19,9,9
7820,20,20,10,10
7821,21,21,1,1
7822,22,22,2,2
7823,23,23,3,3
7824,24,24,4,4
7825,25,25,5,5
7826,26,26,6,6
7827,27,27,7,7
7828,28,28,8,8
7829,29,29,9,9
7830,30,30,10,10
7831,31,31,1,1
7832,32,32,2,2
7833,33,33,3,3
7834,34,34,4,4
7835,35,35,5,5
7836,36,36,6,6
7837,37,37,7,7
7838,38,38,8,8
7839,39,39,9,9
7840,40,40,10,10
7841,41,41,1,1
7842,42,42,2,2
7843,43,43,3,3
7844,44,44,4,4
7845,45,45,5,5
7846,46,46,6,6
7847,47,47,7,7
7848,48,48,8,8
7849,49,49,9,9
7850,50,50,10,10
7851,51,51,1,1
7852,52,52,2,2
7853,53,53,3,3
7854,54,54,4,4
7855,55,55,5,5
7856,56,56,6,6
7857,57,57,7,7
7858,58,58,8,8
7859,59,59,9,9
7860,60,60,10,10
7861,61,61,1,1
7862,62,62,2,2
7863,63,63,3,3
7864,64,64,4,4
7865,65,65,5,5
7866,66,66,6,6
7867,67,67,7,7
7868,68,68,8,8
7869,69,69,9,9
7870,70,70,10,10
7871,71,71,1,1
7872,72,72,2,2
7873,73,73,3,3
7874,74,74,4,4
7875,75,75,5,5
7876,76,76,6,6
7877,77,77,7,7
7878,78,78,8,8
7879,79,79,9,9
7880,80,80,10,10
7881,81,81,1,1
7882,82,82,2,2
7883,83,83,3,3
7884,84,84,4,4
7885,85,85,5,5
7886,86,86,6,6
7887,87,87,7,7
7888,88,88,8,8
7889,89,89,9,9
7890,90,90,10,10
7891,91,91,1,1
7892,92,92,2,2
7893,93,93,3,3
7894,94,94,4,4
7895,95,95,5,5
7896,96,96,6,6
7897,97,97,7,7
7898,98,98,8,8
7899,99,99,9,9
7900,100,100,10,10
7901,1,1,1,1
7902,2,2,2,2
7903,3,3,3,3
7904,4,4,4,4
7905,5,5,5,5
7906,6,6,6,6
7907,7,7,7,7
7908,8,8,8,8
7909,9,9,9,9
7910,10,10,10,10
7911,11,11,1,1
7912,12,12,2,2
7913,13,13,3,3
7914,14,14,4,4
7915,15,15,5,5
7916,16,16,6,6
7917,17,17,7,7
7918,18,18,8,8
7919,19,19,9,9
7920,20,20,10,10
7921,21,21,1,1
7922,22,22,2,2
7923,23,23,3,3
7924,24,24,4,4
7925,25,25,5,5
7926,26,26,6,6
7927,27,27,7,7
7928,28,28,8,8
7929,29,29,9,9
7930,30,30,10,10
7931,31,31,1,1
7932,32,32,2,2
7933,33,33,3,3
7934,34,34,4,4
7935,35,35,5,5
7936,36,36,6,6
7937,37,37,7,7
7938,38,38,8,8
7939,39,39,9,9
7940,40,40,10,10
7941,41,41,1,1
7942,42,42,2,2
7943,43,43,3,3
7944,44,44,4,4
7945,45,45,5,5
7946,46,46,6,6
7947,47,47,7,7
7948,48,48,8,8
7949,49,49,9,9
7950,50,50,10,10
7951,51,51,1,1
7952,52,52,2,2
7953,53,53,3,3
7954,54,54,4,4
7955,55,55,5,5
7956,56,56,6,6
7957,57,57,7,7
7958,58,58,8,8
7959,59,59,9,9
7960,60,60,10,10
7961,61,61,1,1
7962,62,62,2,2
7963,63,63,3,3
7964,64,64,4,4
7965,65,65,5,5
7966,66,66,6,6
7967,67,67,7,7
7968,68,68,8,8
7969,69,69,9,9
7970,70,70,10,10
7971,71,71,1,1
7972,72,72,2,2
7973,73,73,3,3
7974,74,74,4,4
7975,75,75,5,5
7976,76,76,6,6
7977,77,77,7,7
7978,78,78,8,8
7979,79,79,9,9
7980,80,80,10,10
7981,81,81,1,1
7982,82,82,2,2
7983,83,83,3,3
7984,84,84,4,4
7985,85,85,5,5
7986,86,86,6,6
7987,87,87,7,7
7988,88,88,8,8
7989,89,89,9,9
7990,90,90,10,10
7991,91,91,1,1
7992,92,92,2,2
7993,93,93,3,3
7994,94,94,4,4
7995,95,95,5,5
7996,96,96,6,6
7997,97,97,7,7
7998,98,98,8,8
7999,99,99,9,9
8000,100,100,10,10
8001,1,1,1,1
8002,2,2,2,2
8003,3,3,3,3
8004,4,4,4,4
8005,5,5,5,5
8006,6,6,6,6
8007,7,7,7,7
8008,8,8,8,8
8009,9,9,9,9
8010,10,10,10,10
8011,11,11,1,1
8012,12,12,2,2
8013,13,13,3,3
8014,14,14,4,4
8015,15,15,5,5
8016,16,16,6,6
8017,17,17,7,7
8018,18,18,8,8
8019,19,19,9,9
8020,20,20,10,10
8021,21,21,1,1
8022,22,22,2,2
8023,23,23,3,3
8024,24,24,4,4
8025,25,25,5,5
8026,26,26,6,6
8027,27,27,7,7
8028,28,28,8,8
8029,29,29,9,9
8030,30,30,10,10
8031,31,31,1,1
8032,32,32,2,2
8033,33,33,3,3
8034,34,34,4,4
8035,35,35,5,5
8036,36,36,6,6
8037,37,37,7,7
8038,38,38,8,8
8039,39,39,9,9
8040,40,40,10,10
8041,41,41,1,1
8042,42,42,2,2
8043,43,43,3,3
8044,44,44,4,4
8045,45,45,5,5
8046,46,46,6,6
8047,47,47,7,7
8048,48,48,8,8
8049,49,49,9,9
8050,50,50,10,10
8051,51,51,1,1
8052,52,52,2,2
8053,53,53,3,3
8054,54,54,4,4
8055,55,55,5,5
8056,56,56,6,6
8057,57,57,7,7
8058,58,58,8,8
8059,59,59,9,9
8060,60,60,10,10
8061,61,61,1,1
8062,62,62,2,2
8063,63,63,3,3
8064,64,64,4,4
8065,65,65,5,5
8066,66,66,6,6
8067,67,67,7,7
8068,68,68,8,8
8069,69,69,9,9
8070,70,70,10,10
8071,71,71,1,1
8072,72,72,2,2
8073,73,73,3,3
8074,74,74,4,4
8075,75,75,5,5
8076,76,76,6,6
8077,77,77,7,7
8078,78,78,8,8
8079,79,79,9,9
8080,80,80,10,10
8081,81,81,1,1
8082,82,82,2,2
8083,83,83,3,3
8084,84,84,4,4
8085,85,85,5,5
8086,86,86,6,6
8087,87,87,7,7
8088,88,88,8,8
8089,89,89,9,9
8090,90,90,10,10
8091,91,91,1,1
8092,92,92,2,2
8093,93,93,3,3
8094,94,94,4,4
8095,95,95,5,5
8096,96,96,6,6
8097,97,97,7,7
8098,98,98,8,8
8099,99,99,9,9
8100,100,100,10,10
