Id,IdПреподавателя,IdГруппы,IdПредмета,IdТипЗанятия
1160,60,60,10,10
1161,61,61,1,1
1162,62,62,2,2
1163,63,63,3,3
1164,64,64,4,4
1165,65,65,5,5
1166,66,66,6,6
1167,67,67,7,7
1168,68,68,8,8
1169,69,69,9,9
1170,70,70,10,10
1171,71,71,1,1
1172,72,72,2,2
1173,73,73,3,3
1174,74,74,4,4
1175,75,75,5,5
1176,76,76,6,6
1177,77,77,7,7
1178,78,78,8,8
1179,79,79,9,9
1180,80,80,10,10
1181,81,81,1,1
1182,82,82,2,2
1183,83,83,3,3
1184,84,84,4,4
1185,85,85,5,5
1186,86,86,6,6
1187,87,87,7,7
1188,88,88,8,8
1189,89,89,9,9
1190,90,90,10,10
1191,91,91,1,1
1192,92,92,2,2
1193,93,93,3,3
1194,94,94,4,4
1195,95,95,5,5
1196,96,96,6,6
1197,97,97,7,7
1198,98,98,8,8
1199,99,99,9,9
1200,100,100,10,10
1201,1,1,1,1
1202,2,2,2,2
1203,3,3,3,3
1204,4,4,4,4
1205,5,5,5,5
1206,6,6,6,6
1207,7,7,7,7
1208,8,8,8,8
1209,9,9,9,9
1210,10,10,10,10
1211,11,11,1,1
1212,12,12,2,2
1213,13,13,3,3
1214,14,14,4,4
1215,15,15,5,5
1216,16,16,6,6
1217,17,17,7,7
1218,18,18,8,8
1219,19,19,9,9
1220,20,20,10,10
1221,21,21,1,1
1222,22,22,2,2
1223,23,23,3,3
1224,24,24,4,4
1225,25,25,5,5
1226,26,26,6,6
1227,27,27,7,7
1228,28,28,8,8
1229,29,29,9,9
1230,30,30,10,10
1231,31,31,1,1
1232,32,32,2,2
1233,33,33,3,3
1234,34,34,4,4
1235,35,35,5,5
1236,36,36,6,6
1237,37,37,7,7
1238,38,38,8,8
1239,39,39,9,9
1240,40,40,10,10
1241,41,41,1,1
1242,42,42,2,2
1243,43,43,3,3
1244,44,44,4,4
1245,45,45,5,5
1246,46,46,6,6
1247,47,47,7,7
1248,48,48,8,8
1249,49,49,9,9
1250,50,50,10,10
1251,51,51,1,1
1252,52,52,2,2
1253,53,53,3,3
1254,54,54,4,4
1255,55,55,5,5
1256,56,56,6,6
1257,57,57,7,7
1258,58,58,8,8
1259,59,59,9,9
1260,60,60,10,10
1261,61,61,1,1
1262,62,62,2,2
1263,63,63,3,3
1264,64,64,4,4
1265,65,65,5,5
1266,66,66,6,6
1267,67,67,7,7
1268,68,68,8,8
1269,69,69,9,9
1270,70,70,10,10
1271,71,71,1,1
1272,72,72,2,2
1273,73,73,3,3
1274,74,74,4,4
1275,75,75,5,5
1276,76,76,6,6
1277,77,77,7,7
1278,78,78,8,8
1279,79,79,9,9
1280,80,80,10,10
1281,81,81,1,1
1282,82,82,2,2
1283,83,83,3,3
1284,84,84,4,4
1285,85,85,5,5
1286,86,86,6,6
1287,87,87,7,7
1288,88,88,8,8
1289,89,89,9,9
1290,90,90,10,10
1291,91,91,1,1
1292,92,92,2,2
1293,93,93,3,3
1294,94,94,4,4
1295,95,95,5,5
1296,96,96,6,6
1297,97,97,7,7
1298,98,98,8,8
1299,99,99,9,9
1300,100,100,10,10
1301,1,1,1,1
1302,2,2,2,2
1303,3,3,3,3
1304,4,4,4,4
1305,5,5,5,5
1306,6,6,6,6
1307,7,7,7,7
1308,8,8,8,8
1309,9,9,9,9
1310,10,10,10,10
1311,11,11,1,1
1312,12,12,2,2
1313,13,13,3,3
1314,14,14,4,4
1315,15,15,5,5
1316,16,16,6,6
1317,17,17,7,7
1318,18,18,8,8
1319,19,19,9,9
1320,20,20,10,10
1321,21,21,1,1
1322,22,22,2,2
1323,23,23,3,3
1324,24,24,4,4
1325,25,25,5,5
1326,26,26,6,6
1327,27,27,7,7
1328,28,28,8,8
1329,29,29,9,9
1330,30,30,10,10
1331,31,31,1,1
1332,32,32,2,2
1333,33,33,3,3
1334,34,34,4,4
1335,35,35,5,5
1336,36,36,6,6
1337,37,37,7,7
1338,38,38,8,8
1339,39,39,9,9
1340,40,40,10,10
1341,41,41,1,1
1342,42,42,2,2
1343,43,43,3,3
1344,44,44,4,4
1345,45,45,5,5
1346,46,46,6,6
1347,47,47,7,7
1348,48,48,8,8
1349,49,49,9,9
1350,50,50,10,10
1351,51,51,1,1
1352,52,52,2,2
1353,53,53,3,3
1354,54,54,4,4
1355,55,55,5,5
1356,56,56,6,6
1357,57,57,7,7
1358,58,58,8,8
1359,59,59,9,9
1360,60,60,10,10
1361,61,61,1,1
1362,62,62,2,2
1363,63,63,3,3
1364,64,64,4,4
1365,65,65,5,5
1366,66,66,6,6
1367,67,67,7,7
1368,68,68,8,8
1369,69,69,9,9
1370,70,70,10,10
1371,71,71,1,1
1372,72,72,2,2
1373,73,73,3,3
1374,74,74,4,4
1375,75,75,5,5
1376,76,76,6,6
1377,77,77,7,7
1378,78,78,8,8
1379,79,79,9,9
1380,80,80,10,10
1381,81,81,1,1
1382,82,82,2,2
1383,83,83,3,3
1384,84,84,4,4
1385,85,85,5,5
1386,86,86,6,6
1387,87,87,7,7
1388,88,88,8,8
1389,89,89,9,9
1390,90,90,10,10
1391,91,91,1,1
1392,92,92,2,2
1393,93,93,3,3
1394,94,94,4,4
1395,95,95,5,5
1396,96,96,6,6
1397,97,97,7,7
1398,98,98,8,8
1399,99,99,9,9
1400,100,100,10,10
1401,1,1,1,1
1402,2,2,2,2
1403,3,3,3,3
1404,4,4,4,4
1405,5,5,5,5
1406,6,6,6,6
1407,7,7,7,7
1408,8,8,8,8
1409,9,9,9,9
1410,10,10,10,10
1411,11,11,1,1
1412,12,12,2,2
1413,13,13,3,3
1414,14,14,4,4
1415,15,15,5,5
1416,16,16,6,6
1417,17,17,7,7
1418,18,18,8,8
1419,19,19,9,9
1420,20,20,10,10
1421,21,21,1,1
1422,22,22,2,2
1423,23,23,3,3
1424,24,24,4,4
1425,25,25,5,5
1426,26,26,6,6
1427,27,27,7,7
1428,28,28,8,8
1429,29,29,9,9
1430,30,30,10,10
1431,31,31,1,1
1432,32,32,2,2
1433,33,33,3,3
1434,34,34,4,4
1435,35,35,5,5
1436,36,36,6,6
1437,37,37,7,7
1438,38,38,8,8
1439,39,39,9,9
1440,40,40,10,10
1441,41,41,1,1
1442,42,42,2,2
1443,43,43,3,3
1444,44,44,4,4
1445,45,45,5,5
1446,46,46,6,6
1447,47,47,7,7
1448,48,48,8,8
1449,49,49,9,9
1450,50,50,10,10
1451,51,51,1,1
1452,52,52,2,2
1453,53,53,3,3
1454,54,54,4,4
1455,55,55,5,5
1456,56,56,6,6
1457,57,57,7,7
1458,58,58,8,8
1459,59,59,9,9
1460,60,60,10,10
1461,61,61,1,1
1462,62,62,2,2
1463,63,63,3,3
1464,64,64,4,4
1465,65,65,5,5
1466,66,66,6,6
1467,67,67,7,7
1468,68,68,8,8
1469,69,69,9,9
1470,70,70,10,10
1471,71,71,1,1
1472,72,72,2,2
1473,73,73,3,3
1474,74,74,4,4
1475,75,75,5,5
1476,76,76,6,6
1477,77,77,7,7
1478,78,78,8,8
1479,79,79,9,9
1480,80,80,10,10
1481,81,81,1,1
1482,82,82,2,2
1483,83,83,3,3
1484,84,84,4,4
1485,85,85,5,5
1486,86,86,6,6
1487,87,87,7,7
1488,88,88,8,8
1489,89,89,9,9
1490,90,90,10,10
1491,91,91,1,1
1492,92,92,2,2
1493,93,93,3,3
1494,94,94,4,4
1495,95,95,5,5
1496,96,96,6,6
1497,97,97,7,7
1498,98,98,8,8
1499,99,99,9,9
1500,100,100,10,10
1501,1,1,1,1
1502,2,2,2,2
1503,3,3,3,3
1504,4,4,4,4
1505,5,5,5,5
1506,6,6,6,6
1507,7,7,7,7
1508,8,8,8,8
1509,9,9,9,9
1510,10,10,10,10
1511,11,11,1,1
1512,12,12,2,2
1513,13,13,3,3
1514,14,14,4,4
1515,15,15,5,5
1516,16,16,6,6
1517,17,17,7,7
1518,18,18,8,8
1519,19,19,9,9
1520,20,20,10,10
1521,21,21,1,1
1522,22,22,2,2
1523,23,23,3,3
1524,24,24,4,4
1525,25,25,5,5
1526,26,26,6,6
1527,27,27,7,7
1528,28,28,8,8
1529,29,29,9,9
1530,30,30,10,10
1531,31,31,1,1
1532,32,32,2,2
1533,33,33,3,3
1534,34,34,4,4
1535,35,35,5,5
1536,36,36,6,6
1537,37,37,7,7
1538,38,38,8,8
1539,39,39,9,9
1540,40,40,10,10
1541,41,41,1,1
1542,42,42,2,2
1543,43,43,3,3
1544,44,44,4,4
1545,45,45,5,5
1546,46,46,6,6
1547,47,47,7,7
1548,48,48,8,8
1549,49,49,9,9
1550,50,50,10,10
1551,51,51,1,1
1552,52,52,2,2
1553,53,53,3,3
1554,54,54,4,4
1555,55,55,5,5
1556,56,56,6,6
1557,57,57,7,7
1558,58,58,8,8
1559,59,59,9,9
1560,60,60,10,10
1561,61,61,1,1
1562,62,62,2,2
1563,63,63,3,3
1564,64,64,4,4
1565,65,65,5,5
1566,66,66,6,6
1567,67,67,7,7
1568,68,68,8,8
1569,69,69,9,9
1570,70,70,10,10
1571,71,71,1,1
1572,72,72,2,2
1573,73,73,3,3
1574,74,74,4,4
1575,75,75,5,5
1576,76,76,6,6
1577,77,77,7,7
1578,78,78,8,8
1579,79,79,9,9
1580,80,80,10,10
1581,81,81,1,1
1582,82,82,2,2
1583,83,83,3,3
1584,84,84,4,4
1585,85,85,5,5
1586,86,86,6,6
1587,87,87,7,7
1588,88,88,8,8
1589,89,89,9,9
1590,90,90,10,10
1591,91,91,1,1
1592,92,92,2,2
1593,93,93,3,3
1594,94,94,4,4
1595,95,95,5,5
1596,96,96,6,6
1597,97,97,7,7
1598,98,98,8,8
1599,99,99,9,9
1600,100,100,10,10
1601,1,1,1,1
1602,2,2,2,2
1603,3,3,3,3
1604,4,4,4,4
1605,5,5,5,5
1606,6,6,6,6
1607,7,7,7,7
1608,8,8,8,8
1609,9,9,9,9
1610,10,10,10,10
1611,11,11,1,1
1612,12,12,2,2
1613,13,13,3,3
1614,14,14,4,4
1615,15,15,5,5
1616,16,16,6,6
1617,17,17,7,7
1618,18,18,8,8
1619,19,19,9,9
1620,20,20,10,10
1621,21,21,1,1
1622,22,22,2,2
1623,23,23,3,3
1624,24,24,4,4
1625,25,25,5,5
1626,26,26,6,6
1627,27,27,7,7
1628,28,28,8,8
1629,29,29,9,9
1630,30,30,10,10
1631,31,31,1,1
1632,32,32,2,2
1633,33,33,3,3
1634,34,34,4,4
1635,35,35,5,5
1636,36,36,6,6
1637,37,37,7,7
1638,38,38,8,8
1639,39,39,9,9
1640,40,40,10,10
1641,41,41,1,1
1642,42,42,2,2
1643,43,43,3,3
1644,44,44,4,4
1645,45,45,5,5
1646,46,46,6,6
1647,47,47,7,7
1648,48,48,8,8
1649,49,49,9,9
1650,50,50,10,10
1651,51,51,1,1
1652,52,52,2,2
1653,53,53,3,3
1654,54,54,4,4
1655,55,55,5,5
1656,56,56,6,6
1657,57,57,7,7
1658,58,58,8,8
1659,59,59,9,9
1660,60,60,10,10
1661,61,61,1,1
1662,62,62,2,2
1663,63,63,3,3
1664,64,64,4,4
1665,65,65,5,5
1666,66,66,6,6
1667,67,67,7,7
1668,68,68,8,8
1669,69,69,9,9
1670,70,70,10,10
1671,71,71,1,1
1672,72,72,2,2
1673,73,73,3,3
1674,74,74,4,4
1675,75,75,5,5
1676,76,76,6,6
1677,77,77,7,7
1678,78,78,8,8
1679,79,79,9,9
1680,80,80,10,10
1681,81,81,1,1
1682,82,82,2,2
1683,83,83,3,3
1684,84,84,4,4
1685,85,85,5,5
1686,86,86,6,6
1687,87,87,7,7
1688,88,88,8,8
1689,89,89,9,9
1690,90,90,10,10
1691,91,91,1,1
1692,92,92,2,2
1693,93,93,3,3
1694,94,94,4,4
1695,95,95,5,5
1696,96,96,6,6
1697,97,97,7,7
1698,98,98,8,8
1699,99,99,9,9
1700,100,100,10,10
1701,1,1,1,1
1702,2,2,2,2
1703,3,3,3,3
1704,4,4,4,4
1705,5,5,5,5
1706,6,6,6,6
1707,7,7,7,7
1708,8,8,8,8
1709,9,9,9,9
1710,10,10,10,10
1711,11,11,1,1
1712,12,12,2,2
1713,13,13,3,3
1714,14,14,4,4
1715,15,15,5,5
1716,16,16,6,6
1717,17,17,7,7
1718,18,18,8,8
1719,19,19,9,9
1720,20,20,10,10
1721,21,21,1,1
1722,22,22,2,2
1723,23,23,3,3
1724,24,24,4,4
1725,25,25,5,5
1726,26,26,6,6
1727,27,27,7,7
1728,28,28,8,8
1729,29,29,9,9
1730,30,30,10,10
1731,31,31,1,1
1732,32,32,2,2
1733,33,33,3,3
1734,34,34,4,4
1735,35,35,5,5
1736,36,36,6,6
1737,37,37,7,7
1738,38,38,8,8
1739,39,39,9,9
1740,40,40,10,10
1741,41,41,1,1
1742,42,42,2,2
1743,43,43,3,3
1744,44,44,4,4
1745,45,45,5,5
1746,46,46,6,6
1747,47,47,7,7
1748,48,48,8,8
1749,49,49,9,9
1750,50,50,10,10
1751,51,51,1,1
1752,52,52,2,2
1753,53,53,3,3
1754,54,54,4,4
1755,55,55,5,5
1756,56,56,6,6
1757,57,57,7,7
1758,58,58,8,8
1759,59,59,9,9
1760,60,60,10,10
1761,61,61,1,1
1762,62,62,2,2
1763,63,63,3,3
1764,64,64,4,4
1765,65,65,5,5
1766,66,66,6,6
1767,67,67,7,7
1768,68,68,8,8
1769,69,69,9,9
1770,70,70,10,10
1771,71,71,1,1
1772,72,72,2,2
1773,73,73,3,3
1774,74,74,4,4
1775,75,75,5,5
1776,76,76,6,6
1777,77,77,7,7
1778,78,78,8,8
1779,79,79,9,9
1780,80,80,10,10
1781,81,81,1,1
1782,82,82,2,2
1783,83,83,3,3
1784,84,84,4,4
1785,85,85,5,5
1786,86,86,6,6
1787,87,87,7,7
1788,88,88,8,8
1789,89,89,9,9
1790,90,90,10,10
1791,91,91,1,1
1792,92,92,2,2
1793,93,93,3,3
1794,94,94,4,4
1795,95,95,5,5
1796,96,96,6,6
1797,97,97,7,7
1798,98,98,8,8
1799,99,99,9,9
1800,100,100,10,10
