Id,IdПреподавателя,IdГруппы,IdПредмета,IdТипЗанятия
5588,88,88,8,8
5589,89,89,9,9
5590,90,90,10,10
5591,91,91,1,1
5592,92,92,2,2
5593,93,93,3,3
5594,94,94,4,4
5595,95,95,5,5
5596,96,96,6,6
5597,97,97,7,7
5598,98,98,8,8
5599,99,99,9,9
5600,100,100,10,10
5601,1,1,1,1
5602,2,2,2,2
5603,3,3,3,3
5604,4,4,4,4
5605,5,5,5,5
5606,6,6,6,6
5607,7,7,7,7
5608,8,8,8,8
5609,9,9,9,9
5610,10,10,10,10
5611,11,11,1,1
5612,12,12,2,2
5613,13,13,3,3
5614,14,14,4,4
5615,15,15,5,5
5616,16,16,6,6
5617,17,17,7,7
5618,18,18,8,8
5619,19,19,9,9
5620,20,20,10,10
5621,21,21,1,1
5622,22,22,2,2
5623,23,23,3,3
5624,24,24,4,4
5625,25,25,5,5
5626,26,26,6,6
5627,27,27,7,7
5628,28,28,8,8
5629,29,29,9,9
5630,30,30,10,10
5631,31,31,1,1
5632,32,32,2,2
5633,33,33,3,3
5634,34,34,4,4
5635,35,35,5,5
5636,36,36,6,6
5637,37,37,7,7
5638,38,38,8,8
5639,39,39,9,9
5640,40,40,10,10
5641,41,41,1,1
5642,42,42,2,2
5643,43,43,3,3
5644,44,44,4,4
5645,45,45,5,5
5646,46,46,6,6
5647,47,47,7,7
5648,48,48,8,8
5649,49,49,9,9
5650,50,50,10,10
5651,51,51,1,1
5652,52,52,2,2
5653,53,53,3,3
5654,54,54,4,4
5655,55,55,5,5
5656,56,56,6,6
5657,57,57,7,7
5658,58,58,8,8
5659,59,59,9,9
5660,60,60,10,10
5661,61,61,1,1
5662,62,62,2,2
5663,63,63,3,3
5664,64,64,4,4
5665,65,65,5,5
5666,66,66,6,6
5667,67,67,7,7
5668,68,68,8,8
5669,69,69,9,9
5670,70,70,10,10
5671,71,71,1,1
5672,72,72,2,2
5673,73,73,3,3
5674,74,74,4,4
5675,75,75,5,5
5676,76,76,6,6
5677,77,77,7,7
5678,78,78,8,8
5679,79,79,9,9
5680,80,80,10,10
5681,81,81,1,1
5682,82,82,2,2
5683,83,83,3,3
5684,84,84,4,4
5685,85,85,5,5
5686,86,86,6,6
5687,87,87,7,7
5688,88,88,8,8
5689,89,89,9,9
5690,90,90,10,10
5691,91,91,1,1
5692,92,92,2,2
5693,93,93,3,3
5694,94,94,4,4
5695,95,95,5,5
5696,96,96,6,6
5697,97,97,7,7
5698,98,98,8,8
5699,99,99,9,9
5700,100,100,10,10
5701,1,1,1,1
5702,2,2,2,2
5703,3,3,3,3
5704,4,4,4,4
5705,5,5,5,5
5706,6,6,6,6
5707,7,7,7,7
5708,8,8,8,8
5709,9,9,9,9
5710,10,10,10,10
5711,11,11,1,1
5712,12,12,2,2
5713,13,13,3,3
5714,14,14,4,4
5715,15,15,5,5
5716,16,16,6,6
5717,17,17,7,7
5718,18,18,8,8
5719,19,19,9,9
5720,20,20,10,10
5721,21,21,1,1
5722,22,22,2,2
5723,23,23,3,3
5724,24,24,4,4
5725,25,25,5,5
5726,26,26,6,6
5727,27,27,7,7
5728,28,28,8,8
5729,29,29,9,9
5730,30,30,10,10
5731,31,31,1,1
5732,32,32,2,2
5733,33,33,3,3
5734,34,34,4,4
5735,35,35,5,5
5736,36,36,6,6
5737,37,37,7,7
5738,38,38,8,8
5739,39,39,9,9
5740,40,40,10,10
5741,41,41,1,1
5742,42,42,2,2
5743,43,43,3,3
5744,44,44,4,4
5745,45,45,5,5
5746,46,46,6,6
5747,47,47,7,7
5748,48,48,8,8
5749,49,49,9,9
5750,50,50,10,10
5751,51,51,1,1
5752,52,52,2,2
5753,53,53,3,3
5754,54,54,4,4
5755,55,55,5,5
5756,56,56,6,6
5757,57,57,7,7
5758,58,58,8,8
5759,59,59,9,9
5760,60,60,10,10
5761,61,61,1,1
5762,62,62,2,2
5763,63,63,3,3
5764,64,64,4,4
5765,65,65,5,5
5766,66,66,6,6
5767,67,67,7,7
5768,68,68,8,8
5769,69,69,9,9
5770,70,70,10,10
5771,71,71,1,1
5772,72,72,2,2
5773,73,73,3,3
5774,74,74,4,4
5775,75,75,5,5
5776,76,76,6,6
5777,77,77,7,7
5778,78,78,8,8
5779,79,79,9,9
5780,80,80,10,10
5781,81,81,1,1
5782,82,82,2,2
5783,83,83,3,3
5784,84,84,4,4
5785,85,85,5,5
5786,86,86,6,6
5787,87,87,7,7
5788,88,88,8,8
5789,89,89,9,9
5790,90,90,10,10
5791,91,91,1,1
5792,92,92,2,2
5793,93,93,3,3
5794,94,94,4,4
5795,95,95,5,5
5796,96,96,6,6
5797,97,97,7,7
5798,98,98,8,8
5799,99,99,9,9
5800,100,100,10,10
5801,1,1,1,1
5802,2,2,2,2
5803,3,3,3,3
5804,4,4,4,4
5805,5,5,5,5
5806,6,6,6,6
5807,7,7,7,7
5808,8,8,8,8
5809,9,9,9,9
5810,10,10,10,10
5811,11,11,1,1
5812,12,12,2,2
5813,13,13,3,3
5814,14,14,4,4
5815,15,15,5,5
5816,16,16,6,6
5817,17,17,7,7
5818,18,18,8,8
5819,19,19,9,9
5820,20,20,10,10
5821,21,21,1,1
5822,22,22,2,2
5823,23,23,3,3
5824,24,24,4,4
5825,25,25,5,5
5826,26,26,6,6
5827,27,27,7,7
5828,28,28,8,8
5829,29,29,9,9
5830,30,30,10,10
5831,31,31,1,1
5832,32,32,2,2
5833,33,33,3,3
5834,34,34,4,4
5835,35,35,5,5
5836,36,36,6,6
5837,37,37,7,7
5838,38,38,8,8
5839,39,39,9,9
5840,40,40,10,10
5841,41,41,1,1
5842,42,42,2,2
5843,43,43,3,3
5844,44,44,4,4
5845,45,45,5,5
5846,46,46,6,6
5847,47,47,7,7
5848,48,48,8,8
5849,49,49,9,9
5850,50,50,10,10
5851,51,51,1,1
5852,52,52,2,2
5853,53,53,3,3
5854,54,54,4,4
5855,55,55,5,5
5856,56,56,6,6
5857,57,57,7,7
5858,58,58,8,8
5859,59,59,9,9
5860,60,60,10,10
5861,61,61,1,1
5862,62,62,2,2
5863,63,63,3,3
5864,64,64,4,4
5865,65,65,5,5
5866,66,66,6,6
5867,67,67,7,7
5868,68,68,8,8
5869,69,69,9,9
5870,70,70,10,10
5871,71,71,1,1
5872,72,72,2,2
5873,73,73,3,3
5874,74,74,4,4
5875,75,75,5,5
5876,76,76,6,6
5877,77,77,7,7
5878,78,78,8,8
5879,79,79,9,9
5880,80,80,10,10
5881,81,81,1,1
5882,82,82,2,2
5883,83,83,3,3
5884,84,84,4,4
5885,85,85,5,5
5886,86,86,6,6
5887,87,87,7,7
5888,88,88,8,8
5889,89,89,9,9
5890,90,90,10,10
5891,91,91,1,1
5892,92,92,2,2
5893,93,93,3,3
5894,94,94,4,4
5895,95,95,5,5
5896,96,96,6,6
5897,97,97,7,7
5898,98,98,8,8
5899,99,99,9,9
5900,100,100,10,10
5901,1,1,1,1
5902,2,2,2,2
5903,3,3,3,3
5904,4,4,4,4
5905,5,5,5,5
5906,6,6,6,6
5907,7,7,7,7
5908,8,8,8,8
5909,9,9,9,9
5910,10,10,10,10
5911,11,11,1,1
5912,12,12,2,2
5913,13,13,3,3
5914,14,14,4,4
5915,15,15,5,5
5916,16,16,6,6
5917,17,17,7,7
5918,18,18,8,8
5919,19,19,9,9
5920,20,20,10,10
5921,21,21,1,1
5922,22,22,2,2
5923,23,23,3,3
5924,24,24,4,4
5925,25,25,5,5
5926,26,26,6,6
5927,27,27,7,7
5928,28,28,8,8
5929,29,29,9,9
5930,30,30,10,10
5931,31,31,1,1
5932,32,32,2,2
5933,33,33,3,3
5934,34,34,4,4
5935,35,35,5,5
5936,36,36,6,6
5937,37,37,7,7
5938,38,38,8,8
5939,39,39,9,9
5940,40,40,10,10
5941,41,41,1,1
5942,42,42,2,2
5943,43,43,3,3
5944,44,44,4,4
5945,45,45,5,5
5946,46,46,6,6
5947,47,47,7,7
5948,48,48,8,8
5949,49,49,9,9
5950,50,50,10,10
5951,51,51,1,1
5952,52,52,2,2
5953,53,53,3,3
5954,54,54,4,4
5955,55,55,5,5
5956,56,56,6,6
5957,57,57,7,7
5958,58,58,8,8
5959,59,59,9,9
5960,60,60,10,10
5961,61,61,1,1
5962,62,62,2,2
5963,63,63,3,3
5964,64,64,4,4
5965,65,65,5,5
5966,66,66,6,6
5967,67,67,7,7
5968,68,68,8,8
5969,69,69,9,9
5970,70,70,10,10
5971,71,71,1,1
5972,72,72,2,2
5973,73,73,3,3
5974,74,74,4,4
5975,75,75,5,5
5976,76,76,6,6
5977,77,77,7,7
5978,78,78,8,8
5979,79,79,9,9
5980,80,80,10,10
5981,81,81,1,1
5982,82,82,2,2
5983,83,83,3,3
5984,84,84,4,4
5985,85,85,5,5
5986,86,86,6,6
5987,87,87,7,7
5988,88,88,8,8
5989,89,89,9,9
5990,90,90,10,10
5991,91,91,1,1
5992,92,92,2,2
5993,93,93,3,3
5994,94,94,4,4
5995,95,95,5,5
5996,96,96,6,6
5997,97,97,7,7
5998,98,98,8,8
5999,99,99,9,9
6000,100,100,10,10
6001,1,1,1,1
6002,2,2,2,2
6003,3,3,3,3
6004,4,4,4,4
6005,5,5,5,5
6006,6,6,6,6
6007,7,7,7,7
6008,8,8,8,8
6009,9,9,9,9
6010,10,10,10,10
6011,11,11,1,1
6012,12,12,2,2
6013,13,13,3,3
6014,14,14,4,4
6015,15,15,5,5
6016,16,16,6,6
6017,17,17,7,7
6018,18,18,8,8
6019,19,19,9,9
6020,20,20,10,10
6021,21,21,1,1
6022,22,22,2,2
6023,23,23,3,3
6024,24,24,4,4
6025,25,25,5,5
6026,26,26,6,6
6027,27,27,7,7
6028,28,28,8,8
6029,29,29,9,9
6030,30,30,10,10
6031,31,31,1,1
6032,32,32,2,2
6033,33,33,3,3
6034,34,34,4,4
6035,35,35,5,5
6036,36,36,6,6
6037,37,37,7,7
6038,38,38,8,8
6039,39,39,9,9
6040,40,40,10,10
6041,41,41,1,1
6042,42,42,2,2
6043,43,43,3,3
6044,44,44,4,4
6045,45,45,5,5
6046,46,46,6,6
6047,47,47,7,7
6048,48,48,8,8
6049,49,49,9,9
6050,50,50,10,10
6051,51,51,1,1
6052,52,52,2,2
6053,53,53,3,3
6054,54,54,4,4
6055,55,55,5,5
6056,56,56,6,6
6057,57,57,7,7
6058,58,58,8,8
6059,59,59,9,9
6060,60,60,10,10
6061,61,61,1,1
6062,62,62,2,2
6063,63,63,3,3
6064,64,64,4,4
6065,65,65,5,5
6066,66,66,6,6
6067,67,67,7,7
6068,68,68,8,8
6069,69,69,9,9
6070,70,70,10,10
6071,71,71,1,1
6072,72,72,2,2
6073,73,73,3,3
6074,74,74,4,4
6075,75,75,5,5
6076,76,76,6,6
6077,77,77,7,7
6078,78,78,8,8
6079,79,79,9,9
6080,80,80,10,10
6081,81,81,1,1
6082,82,82,2,2
6083,83,83,3,3
6084,84,84,4,4
6085,85,85,5,5
6086,86,86,6,6
6087,87,87,7,7
6088,88,88,8,8
6089,89,89,9,9
6090,90,90,10,10
6091,91,91,1,1
6092,92,92,2,2
6093,93,93,3,3
6094,94,94,4,4
6095,95,95,5,5
6096,96,96,6,6
6097,97,97,7,7
6098,98,98,8,8
6099,99,99,9,9
6100,100,100,10,10
6101,1,1,1,1
6102,2,2,2,2
6103,3,3,3,3
6104,4,4,4,4
6105,5,5,5,5
6106,6,6,6,6
6107,7,7,7,7
6108,8,8,8,8
6109,9,9,9,9
6110,10,10,10,10
6111,11,11,1,1
6112,12,12,2,2
6113,13,13,3,3
6114,14,14,4,4
6115,15,15,5,5
6116,16,16,6,6
6117,17,17,7,7
6118,18,18,8,8
6119,19,19,9,9
6120,20,20,10,10
6121,21,21,1,1
6122,22,22,2,2
6123,23,23,3,3
6124,24,24,4,4
6125,25,25,5,5
6126,26,26,6,6
6127,27,27,7,7
6128,28,28,8,8
6129,29,29,9,9
6130,30,30,10,10
6131,31,31,1,1
6132,32,32,2,2
6133,33,33,3,3
6134,34,34,4,4
6135,35,35,5,5
6136,36,36,6,6
6137,37,37,7,7
6138,38,38,8,8
6139,39,39,9,9
6140,40,40,10,10
6141,41,41,1,1
6142,42,42,2,2
6143,43,43,3,3
6144,44,44,4,4
6145,45,45,5,5
6146,46,46,6,6
6147,47,47,7,7
6148,48,48,8,8
6149,49,49,9,9
6150,50,50,10,10
6151,51,51,1,1
6152,52,52,2,2
6153,53,53,3,3
6154,54,54,4,4
6155,55,55,5,5
6156,56,56,6,6
6157,57,57,7,7
6158,58,58,8,8
6159,59,59,9,9
6160,60,60,10,10
6161,61,61,1,1
6162,62,62,2,2
6163,63,63,3,3
6164,64,64,4,4
6165,65,65,5,5
6166,66,66,6,6
6167,67,67,7,7
6168,68,68,8,8
6169,69,69,9,9
6170,70,70,10,10
6171,71,71,1,1
6172,72,72,2,2
6173,73,73,3,3
6174,74,74,4,4
6175,75,75,5,5
6176,76,76,6,6
6177,77,77,7,7
6178,78,78,8,8
6179,79,79,9,9
6180,80,80,10,10
6181,81,81,1,1
6182,82,82,2,2
6183,83,83,3,3
6184,84,84,4,4
6185,85,85,5,5
6186,86,86,6,6
6187,87,87,7,7
6188,88,88,8,8
6189,89,89,9,9
6190,90,90,10,10
6191,91,91,1,1
6192,92,92,2,2
6193,93,93,3,3
6194,94,94,4,4
6195,95,95,5,5
6196,96,96,6,6
6197,97,97,7,7
6198,98,98,8,8
6199,99,99,9,9
6200,100,100,10,10
6201,1,1,1,1
6202,2,2,2,2
6203,3,3,3,3
6204,4,4,4,4
6205,5,5,5,5
6206,6,6,6,6
6207,7,7,7,7
6208,8,8,8,8
6209,9,9,9,9
6210,10,10,10,10
6211,11,11,1,1
6212,12,12,2,2
6213,13,13,3,3
6214,14,14,4,4
6215,15,15,5,5
6216,16,16,6,6
6217,17,17,7,7
6218,18,18,8,8
6219,19,19,9,9
6220,20,20,10,10
6221,21,21,1,1
6222,22,22,2,2
6223,23,23,3,3
6224,24,24,4,4
6225,25,25,5,5
6226,26,26,6,6
6227,27,27,7,7
6228,28,28,8,8
6229,29,29,9,9
6230,30,30,10,10
6231,31,31,1,1
6232,32,32,2,2
6233,33,33,3,3
6234,34,34,4,4
6235,35,35,5,5
6236,36,36,6,6
6237,37,37,7,7
6238,38,38,8,8
6239,39,39,9,9
6240,40,40,10,10
6241,41,41,1,1
6242,42,42,2,2
6243,43,43,3,3
6244,44,44,4,4
6245,45,45,5,5
6246,46,46,6,6
6247,47,47,7,7
6248,48,48,8,8
6249,49,49,9,9
6250,50,50,10,10
6251,51,51,1,1
6252,52,52,2,2
6253,53,53,3,3
6254,54,54,4,4
6255,55,55,5,5
6256,56,56,6,6
6257,57,57,7,7
6258,58,58,8,8
6259,59,59,9,9
6260,60,60,10,10
6261,61,61,1,1
6262,62,62,2,2
6263,63,63,3,3
6264,64,64,4,4
6265,65,65,5,5
6266,66,66,6,6
6267,67,67,7,7
6268,68,68,8,8
6269,69,69,9,9
6270,70,70,10,10
6271,71,71,1,1
6272,72,72,2,2
6273,73,73,3,3
6274,74,74,4,4
6275,75,75,5,5
6276,76,76,6,6
6277,77,77,7,7
6278,78,78,8,8
6279,79,79,9,9
6280,80,80,10,10
6281,81,81,1,1
6282,82,82,2,2
6283,83,83,3,3
6284,84,84,4,4
6285,85,85,5,5
6286,86,86,6,6
6287,87,87,7,7
6288,88,88,8,8
6289,89,89,9,9
6290,90,90,10,10
6291,91,91,1,1
6292,92,92,2,2
6293,93,93,3,3
6294,94,94,4,4
6295,95,95,5,5
6296,96,96,6,6
6297,97,97,7,7
6298,98,98,8,8
6299,99,99,9,9
6300,100,100,10,10
